Unnamed: 0_wildfire,id,fire_number,year,discovered_date,date_wildfire,detection_agent_type,smoke_type,smoke_color,smoke_base_size,condition_of_smoke,latitude_wildfire,longitude_wildfire,dispatch_date,dispatched_resource,ia_getaway_time,assessment_datetime,assessment_size,assessment_result,assessment_resource,fire_spread_rate,fire_type,fuel_type,fire_position_on_slope,comments,general_cause,eco_zone_flag,wui_indicator,temperature,relative_humidity_wildfire,wind_direction,wind_speed,weather_conditions_over_fire,initial_action_by,ia_arrival_at_fire_date,ia_access,air_ff_start_date,air_ff_start_size,ground_ff_start_date,ground_ff_start_size,bucketing_on_fire,distance_from_water_source,first_bucket_drop_date,first_bh_date,first_bh_size,first_uc_date,first_uc_size,first_to_date,first_to_size,first_ex_date,first_ex_size_perimeter,current_size,size_class,ia_getaway_obj,ia_start_size_obj,first_burn_period_obj,contained_size_obj,geometry,FA_NAME,forest_area,hour_of_day,date_day,Unnamed: 0_weather,station_id,date_weather,update_timestamp,dry_bulb_temperature,dew_point,relative_humidity_weather,rain_mm,snow_cm,hail_mm,precipitation_mm,wind_speed_kmh,wind_gust_kmh,wind_azimuth,ffmc,dmc,dc,isi,bui,fwi,dsr,latitude_weather,longitude_weather
27772,65789,CWF269,2014,8/21/2014 12:00,2014-08-21 12:00:00,GRP,,,,,49.631717,-114.570883,8/21/2014 12:00,FPD Staff,Project Status,8/21/2014 12:00,0.01,Immediate Action,Other,0.0,Ground,O1b,Flat,"values at risk: Power line
no requirements, Fire Department of coleman on site. 
No Natural Water source, water cadey and fire hobs",Power Line Industry,N,N,8.0,90.0,S,10.0,Rainshowers,Fire Department,,,,,,,,,,8/21/2014 12:00,0.01,8/21/2014 12:00,0.01,,,8/21/2014 14:20,0.01,0.01,A,Y,,Y,Y,POINT (530975.3985283931 5495573.045648033),Calgary Forest Area,Calgary,12.0,2014-08-21,728265,IS,2014-08-21,,5.0,5.0,100.0,16.6,0.0,0.0,16.6,12.0,,315,12.8,11.1,287.3,0.0,20.3,0.0,0.0,49.57,-114.5
27784,67669,LWF021,2015,4/20/2015 11:17,2015-04-20 11:17:00,LKT,I,LG,S,Straight Up,54.94735,-114.043083,4/20/2015 11:21,HAC,10  minutes,4/20/2015 11:45,0.01,Immediate Action,IA Forces,0.0,Surface,O1a,Flat,"house

N/A",Resident,N,N,19.0,41.0,N,5.0,Clear,Land Owner,,,,,,,,,,4/20/2015 11:45,0.01,4/20/2015 11:45,0.01,4/20/2015 12:30,0.1,4/21/2015 12:00,0.1,0.1,A,Y,,Y,Y,POINT (561267.2095397209 6086914.902435029),Lac La Biche Forest Area,Lac La Biche,11.28333333,2015-04-20,336868,CM,2015-04-20,,15.0,4.6,49.75,0.0,0.0,0.0,0.0,12.0,,135,84.7,9.9,198.1,3.7,17.5,5.6,0.57,54.94,-114.04
27808,65829,PWF108,2014,8/25/2014 16:29,2014-08-25 16:31:00,LKT,LC,MG,N,Drifting Low,56.702917,-117.429633,8/25/2014 16:34,HAC,10  minutes,8/25/2014 17:16,4.0,Immediate Action,IA Forces,10.0,Surface,O1a,Flat,Req: HAC crew. ,Agriculture Industry,N,N,21.0,45.0,SW,7.0,Clear,Land Owner,,,,,,,,,,8/25/2014 17:36,6.1,8/25/2014 17:36,6.1,8/25/2014 17:45,6.07,8/30/2014 12:05,6.07,6.07,C,Y,,Y,N,POINT (351308.093687667 6284437.815329709),Peace River Forest Area,Peace River,16.51666667,2014-08-25,408666,DW,2014-08-25,,19.5,10.4,55.63,0.0,0.0,0.0,0.0,9.0,,45,86.1,57.1,597.7,3.9,92.2,15.4,3.44,56.64,-117.39
27809,65889,WWF048,2014,8/29/2014 19:35,2014-08-29 19:40:00,LKT,LC,W,N,Drifting Low,54.424933,-114.832233,8/29/2014 19:53,FPD Staff,30  minutes,8/29/2014 20:05,0.01,Immediate Action,Wildfire Assessor,0.0,Surface,,Flat,"VAR: None
No crews needed
OTR for hay burning, access was an all season road and there was a residential water source",Agriculture Industry,N,N,9.0,60.0,W,5.0,Cloudy,Land Owner,,,,,,,,,,8/29/2014 22:24,0.01,8/29/2014 22:24,0.01,8/29/2014 22:25,0.01,8/31/2014 14:34,0.01,0.01,A,Y,,Y,Y,POINT (510880.3887878602 6028401.2611337),Whitecourt Forest Area,Whitecourt,19.66666667,2014-08-29,34115,AS,2014-08-29,,18.0,8.0,50.0,0.4,0.0,0.0,0.4,16.0,,315,88.0,58.2,556.8,7.3,92.3,24.3,7.72,54.41,-114.77
27821,69149,SWF105,2015,6/11/2015 19:43,2015-06-11 19:44:00,LKT,,,,,56.79335,-115.938158,6/11/2015 19:50,HAC,5  minutes,6/11/2015 20:03,1.5,Immediate Action,Wildfire Assessor,10.0,Crown,C2,Flat,"V@R- Timber
Requirements: 2 Tanker grps",Lightning,N,N,15.0,55.0,N,5.0,Cloudy,Air Tanker,6/11/2015 20:14,,6/11/2015 20:15,5.0,6/11/2015 21:10,3.0,Y,1.0,6/11/2015 21:15,6/12/2015 9:54,3.0,6/13/2015 15:02,3.0,,,6/19/2015 10:47,3.0,3.0,B,Y,N,Y,Y,POINT (442717.3347699924 6292256.632361712),Slave Lake Forest Area,Slave Lake,19.73333333,2015-06-11,1012400,OL,2015-06-11,,19.5,6.4,42.4,0.0,0.0,0.0,0.0,20.0,35.0,45,89.3,43.5,403.5,10.7,68.6,27.3,9.5,56.7,-115.92
27827,69928,PWF129,2015,7/1/2015 14:18,2015-07-01 14:18:00,LKT,LC,MG,S,Drifting High,56.821533,-118.562317,7/1/2015 14:20,HAC,5  minutes,7/1/2015 14:39,2.0,Immediate Action,IA Forces,3.0,Surface,C2,Flat,"V@R: timber, oil site 100m away 
good lake 100m away",Lightning,N,N,28.0,27.0,W,5.0,Clear,HAC,7/1/2015 14:39,Conventional R/W,7/1/2015 14:55,3.0,7/1/2015 15:00,3.0,Y,0.5,7/1/2015 14:55,7/6/2015 12:00,538.0,7/14/2015 18:30,419.5,,,3/7/2016 9:30,419.5,419.5,E,Y,N,N,N,POINT (282705.1412587077 6300656.782995872),Peace River Forest Area,Peace River,14.3,2015-07-01,983012,NO,2015-07-01,,23.0,9.1,41.13,2.0,0.0,0.0,2.0,20.0,38.0,90,83.6,36.6,254.6,4.8,53.8,13.4,2.68,56.87,-118.6
27840,65760,SWF176,2014,8/17/2014 19:41,2014-08-17 19:46:00,LKT,LC,LG,,,55.199633,-114.7676,8/17/2014 19:50,HAC,5  minutes,8/17/2014 19:57,0.01,Immediate Action,IA Forces,0.1,Ground,M2,Flat,No V@R,Lightning,N,N,24.0,70.0,CLM,0.0,CB Dry,HAC1H,8/17/2014 19:56,Conventional R/W,,,8/17/2014 20:15,0.01,N,,,8/17/2014 19:57,0.01,8/18/2014 11:38,0.01,,,8/18/2014 12:36,0.01,0.01,A,Y,?,Y,Y,POINT (514786.4508003502 6114583.590915096),Slave Lake Forest Area,Slave Lake,19.76666667,2014-08-17,570658,FT,2014-08-17,,21.5,12.1,55.04,21.6,0.0,0.0,21.6,4.0,,135,52.2,14.5,219.5,0.3,24.9,0.3,0.0,55.15,-114.82
27861,69868,SWF150,2015,6/30/2015 15:16,2015-06-30 15:16:00,LKT,LC,DG,S,Drifting Low,57.224,-114.663317,6/30/2015 16:18,FTAC,10  minutes,6/30/2015 16:18,0.3,Immediate Action,IA Forces,1.0,Ground,C1,Bottom,VAR- Timber. Bucketed fire with medium,Lightning,N,N,25.0,21.0,SW,18.0,CB Wet,FTAC,6/30/2015 16:18,Conventional R/W,6/30/2015 16:32,0.03,6/30/2015 16:45,0.03,Y,0.3,6/30/2015 16:32,6/30/2015 16:42,0.3,6/30/2015 16:57,0.03,,,7/5/2015 15:16,0.03,0.03,A,Y,Y,Y,Y,POINT (520321.5525636659 6339833.261463991),Slave Lake Forest Area,Slave Lake,15.26666667,2015-06-30,1036383,PA,2015-06-30,,26.0,13.8,46.92,0.0,0.0,0.0,0.0,11.0,,90,90.9,45.5,498.4,8.5,74.1,24.2,7.67,57.18,-114.61
27862,69889,SWF151,2015,6/30/2015 16:21,2015-06-30 16:21:00,LKT,LC,W,,,56.716683,-115.839267,6/30/2015 16:26,HAC,5  minutes,6/30/2015 16:45,0.1,Immediate Action,IA Forces,1.0,Surface,C2,Flat,Timber,Lightning,N,N,28.0,32.0,CLM,0.0,Cloudy,HAC,6/30/2015 16:45,Conventional R/W,6/30/2015 17:10,0.1,6/30/2015 17:20,0.1,Y,1.5,6/30/2015 17:10,6/30/2015 18:00,0.1,6/30/2015 19:00,0.1,,,6/30/2015 19:35,0.1,0.1,A,N,Y,Y,Y,POINT (448650.7971644576 6283648.16902084),Slave Lake Forest Area,Slave Lake,16.35,2015-06-30,1012419,OL,2015-06-30,,24.5,15.7,58.0,0.0,0.0,0.0,0.0,10.0,,360,88.7,37.1,441.3,5.9,61.4,16.9,4.04,56.7,-115.92
27881,69995,LWF195,2015,7/3/2015 16:33,2015-07-03 16:33:00,UNP,,,,,55.437877,-110.733142,7/3/2015 16:34,HAC,5  minutes,7/3/2015 16:35,5.0,Immediate Action,IA Forces,6.0,Surface,M2,Flat,V@R none ,Lightning,N,N,23.0,27.0,W,5.0,Clear,HAC,7/3/2015 16:34,Conventional R/W,7/3/2015 16:45,3.5,7/3/2015 17:00,3.5,Y,0.5,7/3/2015 16:45,7/4/2015 9:51,3.5,7/7/2015 11:50,4.25,,,7/11/2015 16:15,3.1,3.1,B,Y,N,Y,Y,POINT (769767.2091400311 6149339.687198936),Lac La Biche Forest Area,Lac La Biche,16.55,2015-07-03,756984,KB,2015-07-03,,27.5,12.9,40.51,0.0,0.0,0.0,0.0,13.0,28.0,45,89.8,62.9,466.3,8.0,94.1,26.3,8.85,55.36,-110.65
27887,70033,RWF090,2015,7/3/2015 19:04,2015-07-03 19:06:00,LKT,LC,LG,S,Drifting Low,52.987033,-115.413333,7/4/2015 15:01,HAC,30  minutes,7/4/2015 16:06,0.1,Immediate Action,IA Forces,0.0,Surface,C2,Flat,,Lightning,N,N,19.0,66.0,N,10.0,Rainshowers,HAC,7/4/2015 15:30,Conventional R/W,,,7/4/2015 16:06,0.1,N,,,7/4/2015 16:06,0.1,7/4/2015 16:06,0.1,,,7/4/2015 16:06,0.1,0.1,A,Y,Y,Y,Y,POINT (472263.9281861934 5868558.672263601),Rocky Mountain House Forest Area,Rocky Mountain House,19.1,2015-07-03,229241,BZ,2015-07-03,,23.0,12.1,50.24,0.0,0.0,0.0,0.0,18.0,,225,85.9,14.4,233.5,5.9,25.0,10.4,1.71,53.04,-115.44
27905,67849,LWF079,2015,4/29/2015 15:34,2015-04-29 15:34:00,LKT,S,W,S,Drifting Low,55.239333,-113.197517,4/29/2015 15:35,HAC,5  minutes,4/29/2015 15:47,0.01,Immediate Action,IA Forces,2.0,Ground,O1a,Flat,"In community houses.
",Resident,N,N,13.0,43.0,NW,7.0,Cloudy,HAC,4/29/2015 15:46,Conventional R/W,,,4/29/2015 15:55,0.01,N,,,4/29/2015 16:14,0.01,4/29/2015 16:14,0.01,4/29/2015 16:15,0.01,4/30/2015 10:26,0.01,0.01,A,Y,Y,Y,Y,POINT (614562.386819736 6120455.773451903),Lac La Biche Forest Area,Lac La Biche,15.56666667,2015-04-29,328711,CL,2015-04-29,,8.5,2.5,65.91,0.0,0.0,0.0,0.0,3.0,,90,86.5,18.2,215.8,3.0,30.1,6.3,0.72,55.21,-113.2
27916,69426,HWF198,2015,6/24/2015 16:50,2015-06-24 16:50:00,LKT,LC,LG,N,Drifting Low,58.743033,-115.00355,6/24/2015 18:02,HAC,10  minutes,6/24/2015 18:56,0.01,Immediate Action,IA Forces,0.0,Ground,C2,Middle 1/3,"VAR:  timber
Requirements:  none",Lightning,N,N,25.0,35.0,SE,5.0,Cloudy,HAC,6/24/2015 18:54,Conventional R/W,,,6/24/2015 19:45,0.01,N,,,6/24/2015 18:56,0.01,6/24/2015 20:50,0.01,,,6/24/2015 20:55,0.01,0.01,A,Y,Y,Y,Y,POINT (499794.6089656123 6508833.555990443),High Level Forest Area,High Level,16.83333333,2015-06-24,551284,FG,2015-06-24,,23.5,9.8,41.83,0.3,0.0,0.0,0.3,18.0,,45,83.6,39.0,492.1,4.3,65.1,13.7,2.79,58.69,-114.99
27917,69428,HWF199,2015,6/24/2015 18:00,2015-06-24 18:00:00,UNP,,,,,58.7409,-115.005533,6/24/2015 18:02,HAC,10  minutes,6/24/2015 18:58,0.05,Immediate Action,IA Forces,21.0,Ground,C2,Middle 1/3,"VAR: Timber
little water and little access",Lightning,N,N,25.0,35.0,SE,5.0,Cloudy,HAC,6/24/2015 18:54,Conventional R/W,6/24/2015 20:58,0.05,6/24/2015 21:10,0.05,Y,0.2,6/24/2015 20:58,6/24/2015 21:21,0.05,6/24/2015 21:45,0.05,,,6/25/2015 12:53,0.05,0.05,A,Y,Y,Y,Y,POINT (499679.859671518 6508596.157593586),High Level Forest Area,High Level,18.0,2015-06-24,551284,FG,2015-06-24,,23.5,9.8,41.83,0.3,0.0,0.0,0.3,18.0,,45,83.6,39.0,492.1,4.3,65.1,13.7,2.79,58.69,-114.99
27929,65462,MWF073,2014,8/6/2014 14:27,2014-08-06 14:30:00,LKT,,,,,56.6832,-110.539783,8/6/2014 14:33,HAC,5  minutes,8/6/2014 14:35,0.1,Immediate Action,IA Forces,2.0,Surface,C2,Flat,,Lightning,N,N,20.0,83.0,SW,22.0,CB Wet,HAC1H,8/6/2014 14:34,Conventional R/W,8/6/2014 15:49,0.4,8/6/2014 15:01,0.4,Y,1.0,8/6/2014 15:49,8/6/2014 15:00,0.4,8/6/2014 20:00,0.4,,,8/6/2014 21:18,0.4,0.4,B,Y,?,Y,Y,POINT (773027.999060605 6288495.894926344),Fort McMurray Forest Area,Fort McMurray,14.5,2014-08-06,636166,GL,2014-08-06,,20.0,17.0,82.86,0.0,0.0,0.0,0.0,22.0,,45,83.4,20.9,298.9,5.1,35.6,11.2,1.97,56.62,-110.49
27931,65464,MWF074,2014,8/6/2014 14:39,2014-08-06 14:39:00,UNP,,,,,56.706333,-110.513233,8/6/2014 14:39,HAC,5  minutes,8/6/2014 14:45,0.1,Immediate Action,IA Forces,0.0,Surface,C2,Flat,,Lightning,N,N,26.0,45.0,SW,13.0,CB Wet,HAC1H,8/6/2014 14:40,Conventional R/W,,,8/6/2014 16:30,0.1,N,,,8/6/2014 16:00,0.1,8/6/2014 16:30,0.1,,,8/6/2014 17:20,0.1,0.1,A,Y,?,Y,Y,POINT (774483.3199482122 6291172.824097922),Fort McMurray Forest Area,Fort McMurray,14.65,2014-08-06,636166,GL,2014-08-06,,20.0,17.0,82.86,0.0,0.0,0.0,0.0,22.0,,45,83.4,20.9,298.9,5.1,35.6,11.2,1.97,56.62,-110.49
27935,65474,MWF079,2014,8/6/2014 16:28,2014-08-06 16:28:00,UNP,,,,,56.593833,-110.4291,8/6/2014 16:28,HAC,5  minutes,8/6/2014 16:30,0.01,Immediate Action,IA Forces,1.0,Surface,C2,Flat,,Lightning,N,N,25.0,65.0,SW,10.0,CB Wet,HAC1H,8/6/2014 16:29,Conventional R/W,,,8/6/2014 17:00,0.01,N,,,8/6/2014 16:30,0.01,8/6/2014 16:38,0.01,,,8/6/2014 16:44,0.01,0.01,A,Y,?,Y,Y,POINT (780460.81881224 6279011.840487905),Fort McMurray Forest Area,Fort McMurray,16.46666667,2014-08-06,636166,GL,2014-08-06,,20.0,17.0,82.86,0.0,0.0,0.0,0.0,22.0,,45,83.4,20.9,298.9,5.1,35.6,11.2,1.97,56.62,-110.49
27953,67823,RWF031,2015,4/28/2015 11:10,2015-04-28 11:10:00,UNP,,,,,53.102982,-115.362825,4/28/2015 11:14,FTAC,10  minutes,4/28/2015 14:00,0.01,Immediate Action,IA Forces,0.0,Surface,O1a,Flat,VAR: Plant,Oil & Gas Industry,N,N,14.5,46.0,S,21.0,Cloudy,Industry,,,,,,,,,,4/28/2015 14:00,0.01,4/28/2015 14:00,0.01,,,4/28/2015 14:15,0.01,0.01,A,Y,,Y,Y,POINT (475718.4212033349 5881433.57702422),Rocky Mountain House Forest Area,Rocky Mountain House,11.16666667,2015-04-28,229175,BZ,2015-04-28,,14.5,3.0,45.9,0.0,0.0,0.0,0.0,21.0,,360,85.8,16.1,81.9,6.8,21.6,10.7,1.81,53.04,-115.44
27985,65534,HWF203,2014,8/7/2014 10:38,2014-08-07 10:43:00,LKT,LC,MG,N,Drifting Low,58.18295,-118.200783,8/7/2014 10:46,HAC,10  minutes,8/7/2014 11:13,0.1,Immediate Action,IA Forces,0.0,Surface,M2,Flat,VAR: Timber,Lightning,N,N,22.0,36.0,SE,4.0,Cloudy,HAC,8/7/2014 11:12,Conventional R/W,8/7/2014 13:00,0.1,8/7/2014 12:44,0.1,Y,2.0,8/7/2014 13:00,8/7/2014 11:13,0.1,8/8/2014 16:32,0.1,,,8/9/2014 14:30,0.1,0.1,A,Y,Y,Y,Y,POINT (311888.9624144805 6450964.789381728),High Level Forest Area,High Level,10.71666667,2014-08-07,118433,BC,2014-08-07,,17.0,8.3,56.5,2.0,0.0,0.0,2.0,22.0,,135,78.2,29.6,331.8,2.9,48.4,8.3,1.16,58.2,-118.22
27986,65808,HWF223,2014,8/24/2014 11:16,2014-08-24 11:20:00,LKT,I,MG,S,,58.671017,-114.99415,8/24/2014 11:22,HAC,5  minutes,8/24/2014 11:49,0.01,Immediate Action,IA Forces,0.0,Ground,C2,Upper 1/3,"VAR: timber
No addtional resources required (HAC crew is sufficient)",Undetermined,N,N,18.0,52.0,CLM,0.0,Cloudy,HAC,8/24/2014 11:48,Conventional R/W,8/24/2014 12:17,0.01,8/24/2014 12:10,0.01,Y,0.9,8/24/2014 12:17,8/24/2014 11:49,0.01,8/24/2014 12:42,0.05,,,8/24/2014 14:22,0.05,0.05,A,Y,Y,Y,Y,POINT (500339.1606156023 6500818.117870182),High Level Forest Area,High Level,11.33333333,2014-08-24,551198,FG,2014-08-24,,13.0,6.7,65.53,0.0,0.0,0.0,0.0,15.0,,360,83.4,17.0,259.5,3.6,29.2,7.4,0.94,58.69,-114.99
27992,70213,EWF084,2015,,2015-07-11 10:48:00,UNP,,,,,52.875,-116.981683,7/11/2015 17:01,HAC,5  minutes,7/11/2015 17:10,0.01,Immediate Action,IA Forces,0.1,Surface,C2,Middle 1/3,VAR: Grave Flats tower,Undetermined,N,N,25.0,45.0,CLM,0.0,Cloudy,HAC,,Conventional R/W,,,7/11/2015 17:45,0.01,N,,,7/11/2015 18:17,0.01,7/11/2015 18:17,0.01,,,7/12/2015 15:22,0.01,0.01,A,Y,Y,Y,Y,POINT (366685.3108779575 5857859.688498035),Edson Forest Area,Edson,10.8,2015-07-11,625688,GF,2015-07-11,,19.2,4.6,38.13,6.2,0.0,0.0,6.2,5.0,,135,66.1,14.9,202.6,0.7,25.2,0.7,0.02,52.89,-116.99
28002,70270,WWF058,2015,7/12/2015 14:33,2015-07-12 14:35:00,LKT,S,LG,N,Drifting Low,54.477867,-115.559683,7/12/2015 14:40,HAC,5  minutes,7/12/2015 14:50,0.01,Immediate Action,IA Forces,2.0,Surface,C2,Bottom,"VAR: Timber
Req: hook up bucket and cut trees",Lightning,N,N,22.0,74.0,CLM,0.0,Cloudy,HAC,7/12/2015 14:53,Conventional R/W,7/12/2015 15:04,0.01,7/12/2015 15:20,0.01,Y,1.2,7/12/2015 15:04,7/12/2015 14:50,0.01,7/12/2015 15:22,0.01,,,7/12/2015 16:15,0.01,0.01,A,Y,Y,Y,Y,POINT (463749.1887833017 6034419.959342162),Whitecourt Forest Area,Whitecourt,14.58333333,2015-07-12,720587,IMA,2015-07-12,,20.2,15.0,68.0,0.0,0.0,0.0,0.0,4.0,,225,86.7,69.6,353.1,3.2,93.3,13.5,2.73,54.47,-115.57
28010,67834,LWF074,2015,4/24/2015 18:44,2015-04-24 18:45:00,LKT,LC,LG,S,Drifting Low,56.011674,-110.569309,4/24/2015 18:51,HAC,5  minutes,4/24/2015 18:56,0.01,Delayed Action - Lower Priority,IA Forces,1.0,Ground,O1a,Flat,"Cabin and Timber.
Land owner burning grass around property without a permit. ",Resident,N,N,6.0,38.0,NW,8.0,Clear,HAC,4/24/2015 18:55,Conventional R/W,,,4/28/2015 12:00,0.1,N,,,4/24/2015 18:56,0.01,4/24/2015 18:56,0.01,,,4/28/2015 12:15,0.1,0.1,A,Y,Y,Y,Y,POINT (776035.4058909757 6213751.594531059),Lac La Biche Forest Area,Lac La Biche,18.75,2015-04-24,344837,CP,2015-04-24,,2.5,,,0.0,0.0,0.0,0.0,16.0,,225,86.0,10.4,174.2,5.4,18.1,8.1,1.09,55.95,-110.5
28011,67914,EWF012,2015,,2015-05-04 14:51:00,UNP,,,,,53.576617,-116.579833,5/4/2015 14:52,FPD Staff,30  minutes,5/4/2015 15:09,0.01,Immediate Action,IA Forces,0.0,Surface,,Middle 1/3,VAR = trailers/residences,Resident,N,N,12.0,42.0,E,18.0,Cloudy,Land Owner,,,,,,,,,,5/4/2015 15:09,0.01,5/4/2015 15:09,0.01,5/4/2015 15:15,0.01,5/5/2015 16:30,0.01,0.01,A,Y,,Y,Y,POINT (395440.4914396536 5935202.071254602),Edson Forest Area,Edson,14.85,2015-05-04,30586,AN,2015-05-04,,11.8,-0.1,43.83,0.0,0.0,0.0,0.0,10.0,,270,82.1,16.5,166.3,2.4,26.5,4.7,0.42,53.55,-116.5
28020,70215,RWF102,2015,7/11/2015 16:34,2015-07-11 16:34:00,UNP,,,,,52.589067,-115.659067,7/11/2015 17:30,HAC,5  minutes,7/11/2015 18:14,0.2,Immediate Action,IA Forces,0.9,Surface,C3,Flat,"V@R None
No real water source.
Spread rate: less than 1 meter per minute. ",Lightning,N,N,21.0,72.0,CLM,0.0,Cloudy,HAC,7/11/2015 18:30,Conventional R/W,7/11/2015 18:32,0.04,7/11/2015 18:30,0.04,Y,1.0,7/11/2015 18:32,7/11/2015 18:14,0.2,7/11/2015 19:16,0.04,,,7/12/2015 10:39,0.04,0.04,A,N,Y,Y,Y,POINT (455369.0983147447 5824431.548427892),Rocky Mountain House Forest Area,Rocky Mountain House,16.56666667,2015-07-11,49731,AU,2015-07-11,,25.0,12.7,46.34,0.0,0.0,0.0,0.0,7.0,,180,88.8,34.3,210.9,5.2,48.8,13.4,2.68,52.65,-115.72
28031,65328,MWF061,2014,8/2/2014 16:10,2014-08-02 16:15:00,LKT,LC,LG,N,Drifting Low,57.864267,-112.036633,8/2/2014 16:23,HAC,5  minutes,8/2/2014 16:40,0.1,Immediate Action,IA Forces,1.0,Ground,C2,Flat,,Lightning,N,N,22.0,56.0,SW,25.0,CB Dry,HAC1H,8/2/2014 16:35,Conventional R/W,8/2/2014 16:50,0.1,8/2/2014 16:55,0.1,Y,2.6,8/2/2014 16:50,8/2/2014 17:02,0.1,8/2/2014 18:05,0.1,,,8/2/2014 18:55,0.1,0.1,A,Y,?,Y,Y,POINT (675720.2365814317 6414881.586138631),Fort McMurray Forest Area,Fort McMurray,16.25,2014-08-02,177888,BN,2014-08-02,,22.0,12.7,55.53,0.0,0.0,0.0,0.0,26.0,,45,81.1,18.5,269.1,4.7,31.6,9.8,1.54,57.87,-112.1
28043,70278,WWF061,2015,7/12/2015 18:53,2015-07-12 18:53:00,AIR,,,,,54.3396,-114.751033,7/12/2015 18:53,FPD Staff,30  minutes,7/12/2015 19:05,0.01,Immediate Action,Wildfire Assessor,0.0,Ground,,Flat,VAR and req: none,Resident,N,N,24.0,60.0,CLM,0.0,Cloudy,Land Owner,,,,,,,,,,7/12/2015 19:10,0.01,7/12/2015 19:10,0.01,7/13/2015 11:35,0.01,7/14/2015 15:16,0.01,0.01,A,Y,,Y,Y,POINT (516180.0639916902 6018925.869311374),Whitecourt Forest Area,Whitecourt,18.88333333,2015-07-12,34261,AS,2015-07-12,,26.0,18.0,60.0,0.0,0.0,0.0,0.0,10.0,,360,79.1,43.7,527.2,1.7,72.5,6.8,0.8,54.41,-114.77
28044,70279,PWF143,2015,7/12/2015 19:30,2015-07-12 19:30:00,AIR,,,,,56.861783,-116.612933,7/12/2015 19:30,HAC,5  minutes,7/12/2015 19:39,0.3,Immediate Action,IA Forces,2.0,Surface,C2,Flat,"V@R: timber
HFI 3, Jackpine camp 25km away
Requesting another bucket machine/crew 
AG 39 GG 37
No water sources, bucket source approx 7 km away",Lightning,N,N,24.0,30.0,W,1.0,Cloudy,HAC,7/12/2015 19:38,Conventional R/W,7/12/2015 19:42,0.3,7/12/2015 19:42,0.3,Y,0.3,7/12/2015 19:42,7/12/2015 20:07,0.3,7/12/2015 20:15,0.3,,,7/13/2015 11:35,0.3,0.3,B,Y,Y,Y,Y,POINT (401699.359154794 6300637.322960596),Peace River Forest Area,Peace River,19.5,2015-07-12,1029253,P2,2015-07-12,,23.6,18.0,69.0,0.0,0.0,0.0,0.0,2.0,,360,79.1,65.6,667.1,1.2,105.3,6.0,0.64,56.88,-116.56
28046,70289,WWF062,2015,7/12/2015 21:27,2015-07-12 21:27:00,AIR,,,,,54.383633,-116.454833,7/12/2015 21:27,HAC,5  minutes,7/12/2015 21:29,0.03,Delayed Action - Lower Priority,IA Forces,0.0,Ground,C3,Flat,"VAR: timber
Difficult access",Lightning,N,N,22.0,33.0,W,7.0,CB Dry,RAP,7/12/2015 21:28,Rappel,7/13/2015 13:23,0.4,7/13/2015 12:06,0.03,Y,1.0,7/13/2015 13:23,7/13/2015 14:15,0.4,7/13/2015 18:11,0.4,,,7/16/2015 14:59,0.4,0.4,B,Y,Y,N,Y,POINT (405556.3917688477 6024769.603409003),Whitecourt Forest Area,Whitecourt,21.45,2015-07-12,454181,EAA,2015-07-12,,20.9,14.0,62.0,1.0,0.0,0.0,1.0,12.0,,90,83.6,68.0,280.3,3.2,84.6,12.6,2.4,54.46,-116.44
28065,70269,SWF203,2015,7/12/2015 13:36,2015-07-12 13:36:00,LKT,LC,LG,N,,55.528,-114.131667,7/12/2015 13:42,HAC,5  minutes,7/12/2015 14:27,0.1,Immediate Action,IA Forces,0.1,Surface,C2,Flat,,Lightning,N,N,25.0,65.0,NW,40.0,Rainshowers,HAC,7/12/2015 14:30,Conventional R/W,,,7/12/2015 15:30,0.1,N,,,7/12/2015 14:27,0.1,7/12/2015 16:30,0.1,,,7/12/2015 17:00,0.1,0.1,A,Y,Y,Y,Y,POINT (554791.509344358 6151429.183659134),Slave Lake Forest Area,Slave Lake,13.6,2015-07-12,919861,MN,2015-07-12,,25.0,19.4,71.1,0.0,0.0,0.0,0.0,15.0,,270,83.9,41.1,504.1,3.8,68.2,12.9,2.5,55.55,-114.18
28068,70312,SWF205,2015,7/13/2015 13:13,2015-07-13 13:14:00,LKT,LC,LG,N,Drifting High,57.191917,-114.652083,7/13/2015 13:27,FPD Staff,30  minutes,7/13/2015 13:29,0.1,Immediate Action,Other,0.0,Ground,C2,Flat,"Timber
Hac Crew",Lightning,N,N,24.0,45.0,CLM,0.0,Clear,HAC,7/13/2015 15:00,Conventional R/W,7/13/2015 15:06,0.1,7/13/2015 15:30,0.1,Y,0.1,7/13/2015 15:06,7/13/2015 13:29,0.1,7/13/2015 17:03,0.1,,,7/13/2015 19:30,0.01,0.01,A,Y,Y,Y,Y,POINT (521017.8359888571 6336266.674741697),Slave Lake Forest Area,Slave Lake,13.23333333,2015-07-13,1036396,PA,2015-07-13,,21.0,9.3,47.1,0.01,0.0,0.0,0.01,13.0,,90,87.5,44.1,574.9,5.8,74.1,18.4,4.72,57.18,-114.61
